HAUL ID,Year,Date,Sea,Ices division,Predator Latin name,Predator common name,Pooled,Mean length of predator,Prey Latin name,Prey common name,Prey group,Predator ID,Number of stomachs,Prey Length,Minimum number
CLION11-83-14,1983,13/09/1983,Irish Sea,VIIa,TRISOPTERUS LUSCUS,WHITING-POUT (BIB),n,26,CARIDEA,SHRIMPS,Shrimp,CLION11-83-14\BIB-5,1,,1
CLION11-83-53,1983,22/09/1983,Irish Sea,VIIa,TRISOPTERUS LUSCUS,WHITING-POUT (BIB),n,26,CARIDEA,SHRIMPS,Shrimp,CLION11-83-53\BIB-2,1,,1
PLATESSA-10-1962-22,1962,01/06/1962,Irish Sea,VIIa,TRISOPTERUS LUSCUS,WHITING-POUT (BIB),n,19,CARIDEA,SHRIMPS,Shrimp,PLATESSA-10-1962-22\BIB-1,1,,1
PLATESSA-10-1962-22,1962,01/06/1962,Irish Sea,VIIa,TRISOPTERUS LUSCUS,WHITING-POUT (BIB),n,15,CARIDEA,SHRIMPS,Shrimp,PLATESSA-10-1962-22\BIB-1,1,,1
TELLINA-06-1963-18,1963,22/05/1963,Irish Sea,VIIa,TRISOPTERUS LUSCUS,WHITING-POUT (BIB),n,14,CARIDEA,SHRIMPS,Shrimp,TELLINA-06-1963-18\BIB-1,1,,1
DOVE-1901-D2,1901,28/06/1901,North Sea,IVb,SCOPHTHALMUS RHOMBUS,BRILL,n,26.67,CARIDEA,SHRIMPS,Shrimp,DOVE-1901-D2\BLL-2,1,,1
CLION11-83-7,1983,12/09/1983,Irish Sea,VIIa,RAJA BRACHYURA,BLONDE RAY,n,35,CARIDEA,SHRIMPS,Shrimp,CLION11-83-7\BLR-1,1,,1
PLATESSA-07-1965-6,1965,22/05/1965,Irish Sea,VIIa,RAJA BRACHYURA,BLONDE RAY,n,23,CARIDEA,SHRIMPS,Shrimp,PLATESSA-07-1965-6\BLR-1,1,,1
PLATESSA-07-1965-6,1965,22/05/1965,Irish Sea,VIIa,RAJA BRACHYURA,BLONDE RAY,n,19,CARIDEA,SHRIMPS,Shrimp,PLATESSA-07-1965-6\BLR-2,1,,1
PLATESSA-07-1965-6,1965,22/05/1965,Irish Sea,VIIa,RAJA BRACHYURA,BLONDE RAY,n,20,CARIDEA,SHRIMPS,Shrimp,PLATESSA-07-1965-6\BLR-3,1,,1
PLATESSA-07-1965-6,1965,22/05/1965,Irish Sea,VIIa,RAJA BRACHYURA,BLONDE RAY,n,20,CARIDEA,SHRIMPS,Shrimp,PLATESSA-07-1965-6\BLR-4,1,,1
PLATESSA-07-1965-7,1965,23/05/1965,Irish Sea,VIIa,RAJA BRACHYURA,BLONDE RAY,n,23,CARIDEA,SHRIMPS,Shrimp,PLATESSA-07-1965-7\BLR-1,1,,1
PLATESSA-07-1965-1,1965,22/05/1965,Irish Sea,VIIa,RAJA BRACHYURA,BLONDE RAY,n,19,CARIDEA,SHRIMPS,Shrimp,PLATESSA-07-1965-1\BLR-1,1,,1
PLATESSA-07-1965-36,1965,23/05/1965,Irish Sea,VIIa,RAJA BRACHYURA,BLONDE RAY,n,22,CARIDEA,SHRIMPS,Shrimp,PLATESSA-07-1965-36\BLR-1,1,,1
PLATESSA-07-1965-42,1965,24/05/1965,Irish Sea,VIIa,RAJA BRACHYURA,BLONDE RAY,n,22,CARIDEA,SHRIMPS,Shrimp,PLATESSA-07-1965-42\BLR-2,1,,1
PLATESSA-07-1965-50,1965,24/05/1965,Irish Sea,VIIa,RAJA BRACHYURA,BLONDE RAY,n,20,CARIDEA,SHRIMPS,Shrimp,PLATESSA-07-1965-50\BLR-1,1,,1
ONAWAY-07-1959-10,1959,23/07/1959,North Sea,IVb,GADUS MORHUA,COD,n,32,CARIDEA,SHRIMPS,Shrimp,ONAWAY-07-1959-10\COD-5,1,,2
ONAWAY-07-1959-24,1959,26/07/1959,North Sea,IVb,GADUS MORHUA,COD,n,43,CARIDEA,SHRIMPS,Shrimp,ONAWAY-07-1959-24\COD-2,1,,2
ONAWAY-07-1959-24,1959,26/07/1959,North Sea,IVb,GADUS MORHUA,COD,n,57,CARIDEA,SHRIMPS,Shrimp,ONAWAY-07-1959-24\COD-3,1,,1
ONAWAY-07-1959-3,1959,22/07/1959,North Sea,IVb,GADUS MORHUA,COD,n,66,CARIDEA,SHRIMPS,Shrimp,ONAWAY-07-1959-3\COD-5,1,,1
ONAWAY-07-1959-8,1959,23/07/1959,North Sea,IVb,GADUS MORHUA,COD,n,42,CARIDEA,SHRIMPS,Shrimp,ONAWAY-07-1959-8\COD-2,1,,1
PLATESSA-11-1959-23,1959,28/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,46,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-23\COD-1,1,,1
PLATESSA-11-1959-23,1959,28/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,59,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-23\COD-13,1,,3
PLATESSA-11-1959-23,1959,28/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,67,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-23\COD-2,1,,1
PLATESSA-11-1959-25,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,63,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-25\COD-2,1,,1
PLATESSA-11-1959-25,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,38,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-25\COD-3,1,,1
PLATESSA-11-1959-26,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,51,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-26\COD-1,1,,1
PLATESSA-11-1959-26,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,58,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-26\COD-10,1,,1
PLATESSA-11-1959-26,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,47,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-26\COD-3,1,,1
PLATESSA-11-1959-26,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,48,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-26\COD-4,1,,1
PLATESSA-11-1959-26,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,53,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-26\COD-5,1,,1
PLATESSA-11-1959-26,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,42,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-26\COD-6,1,,1
PLATESSA-11-1959-26,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,58,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-26\COD-7,1,,1
PLATESSA-11-1959-26,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,45,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-26\COD-8,1,,1
PLATESSA-11-1959-27,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,55,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-27\COD-10,1,,1
PLATESSA-11-1959-27,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,67,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-27\COD-11,1,,1
PLATESSA-11-1959-27,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,39,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-27\COD-12,1,,1
PLATESSA-11-1959-27,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,55,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-27\COD-7,1,,1
PLATESSA-11-1959-27,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,48,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-27\COD-8,1,,1
PLATESSA-11-1959-28,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,70,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-28\COD-1,1,,1
PLATESSA-11-1959-28,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,35,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-28\COD-11,1,,1
PLATESSA-11-1959-28,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,61,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-28\COD-7,1,,1
PLATESSA-11-1959-29,1959,29/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,60,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-29\COD-5,1,,1
PLATESSA-11-1959-3,1959,25/06/1959,North Sea,IVb,GADUS MORHUA,COD,n,25,CARIDEA,SHRIMPS,Shrimp,PLATESSA-11-1959-3\COD-13,1,,1
SILST01-83-ALL,1983,29/03/1983,Irish Sea,VIIa,GADUS MORHUA,COD,y,17.3,CARIDEA,SHRIMPS,Shrimp,SILST01-83-ALL\COD-1,10,,1
TELLINA-11-1961-10,1961,21/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,32,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-10\COD-11,1,,1
TELLINA-11-1961-10,1961,21/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,40,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-10\COD-2,1,,1
TELLINA-11-1961-10,1961,21/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,46,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-10\COD-3,1,,1
TELLINA-11-1961-10,1961,21/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,31,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-10\COD-5,1,,1
TELLINA-11-1961-10,1961,21/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,32,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-10\COD-6,1,,1
TELLINA-11-1961-10,1961,21/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,43,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-10\COD-6,1,,1
TELLINA-11-1961-13,1961,22/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,43,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-13\COD-9,1,,6
TELLINA-04-1963-11,1963,17/03/1963,North Sea,IVb,GADUS MORHUA,COD,n,42,CARIDEA,SHRIMPS,Shrimp,TELLINA-04-1963-11\COD-1,1,,1
TELLINA-04-1963-16,1963,21/03/1963,North Sea,IVb,GADUS MORHUA,COD,n,74,CARIDEA,SHRIMPS,Shrimp,TELLINA-04-1963-16\COD-3,1,,2
TELLINA-04-1963-3,1963,17/03/1963,North Sea,IVb,GADUS MORHUA,COD,n,56,CARIDEA,SHRIMPS,Shrimp,TELLINA-04-1963-3\COD-3,1,,1
TELLINA-11-1961-15,1961,23/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,41,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-15\COD-15,1,,1
TELLINA-11-1961-15,1961,23/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,46,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-15\COD-17,1,,1
TELLINA-11-1961-15,1961,23/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,56,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-15\COD-18,1,,1
TELLINA-11-1961-15,1961,23/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,26,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-15\COD-3,1,,1
TELLINA-11-1961-15,1961,23/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,51,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-15\COD-9,1,,1
TELLINA-11-1961-16,1961,23/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,22,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-16\COD-11,1,,1
TELLINA-11-1961-16,1961,23/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,27,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-16\COD-12,1,,1
TELLINA-11-1961-16,1961,23/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,27,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-16\COD-2,1,,1
TELLINA-11-1961-16,1961,23/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,47,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-16\COD-4,1,,1
TELLINA-11-1961-18,1961,24/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,38,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-18\COD-2,1,,1
TELLINA-11-1961-20,1961,24/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,34,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-20\COD-2,1,,1
TELLINA-11-1961-9,1961,21/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,57,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-9\COD-3,1,,1
TELLINA-11-1961-9,1961,21/09/1961,North Sea,IVb,GADUS MORHUA,COD,n,50,CARIDEA,SHRIMPS,Shrimp,TELLINA-11-1961-9\COD-4,1,,1
SILST03-82-ALL,1982,16/10/1982,Irish Sea,VIIa,GADUS MORHUA,COD,y,17.79,CARIDEA,SHRIMPS,Shrimp,SILST03-82-ALL\COD-2,14,,1
SILST03-82-ALL,1982,16/10/1982,Irish Sea,VIIa,GADUS MORHUA,COD,y,21.68,CARIDEA,SHRIMPS,Shrimp,SILST03-82-ALL\COD-3,11,,1
SILST03-82-ALL,1982,16/10/1982,Irish Sea,VIIa,GADUS MORHUA,COD,y,42.5,CARIDEA,SHRIMPS,Shrimp,SILST03-82-ALL\COD-5,7,,1
SILST02-83-ALL,1983,06/07/1983,Irish Sea,VIIa,GADUS MORHUA,COD,y,32,CARIDEA,SHRIMPS,Shrimp,SILST02-83-ALL\COD-4,8,,1
END16-05-100,2005,16/10/2005,North Sea,IVb,GADUS MORHUA,COD,n,37,CARIDEA,SHRIMPS,Shrimp,END16-05-100\COD-1,1,2.5,1
END16-05-100,2005,16/10/2005,North Sea,IVb,GADUS MORHUA,COD,n,37,CARIDEA,SHRIMPS,Shrimp,END16-05-100\COD-1,1,3,1
END17-06-14,2006,28/09/2006,North Sea,IVb,GADUS MORHUA,COD,n,30,CARIDEA,SHRIMPS,Shrimp,END17-06-14\COD-1,1,1.2,1
END17-06-14,2006,28/09/2006,North Sea,IVb,GADUS MORHUA,COD,n,30,CARIDEA,SHRIMPS,Shrimp,END17-06-14\COD-1,1,1,1
HULL-TRAWLER-1936-B1,1936,04/08/1936,Iceland,Va,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1936-B1\COD-1,40,,68
HULL-TRAWLER-1936-B2,1936,04/08/1936,Iceland,Va,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1936-B2\COD-1,12,,75.6
HULL-TRAWLER-1936-I,1936,26/08/1936,Spitzbergen (Greenland Sea),IIb,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1936-I\COD-1,198,,31.68
HULL-TRAWLER-1936-II,1936,24/12/1936,Spitzbergen (Greenland Sea),IIb,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1936-II\COD-1,100,,23.6
HULL-TRAWLER-1936-M1,1936,29/12/1936,Barents Sea,I,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1936-M1\COD-1,6,,6
HULL-TRAWLER-1936-M2,1936,29/12/1936,Barents Sea,I,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1936-M2\COD-1,7,,2.8
HULL-TRAWLER-1936-M3,1936,29/12/1936,Barents Sea,I,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1936-M3\COD-1,6,,6
HULL-TRAWLER-1936-M5,1936,30/12/1936,Barents Sea,I,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1936-M5\COD-1,6,,10.2
HULL-TRAWLER-1937-C,1937,01/07/1937,Iceland,Va,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-C\COD-1,41,,9.9
HULL-TRAWLER-1937-D1,1937,13/07/1937,Iceland,Va,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-D1\COD-1,14,,3.3
HULL-TRAWLER-1937-D2,1937,23/07/1937,Iceland,Va,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-D2\COD-1,13,,0.9
HULL-TRAWLER-1937-F,1937,22/06/1937,Iceland,Va,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-F\COD-1,31,,4.8
HULL-TRAWLER-1937-G1,1937,04/08/1937,Iceland,Va,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-G1\COD-1,10,,6
HULL-TRAWLER-1937-G2,1937,03/08/1937,Iceland,Va,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-G2\COD-1,39,,7.8
HULL-TRAWLER-1937-G3,1937,31/07/1937,Iceland,Va,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-G3\COD-1,11,,5.5
HULL-TRAWLER-1937-III,1937,13/05/1937,Spitzbergen (Greenland Sea),IIb,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-III\COD-1,46,,2.1
HULL-TRAWLER-1937-IV,1937,04/09/1937,Spitzbergen (Greenland Sea),IIb,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-IV\COD-1,89,,26.1
HULL-TRAWLER-1937-M10,1937,02/01/1937,Barents Sea,I,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-M10\COD-1,7,,20.3
HULL-TRAWLER-1937-M11,1937,02/01/1937,Barents Sea,I,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-M11\COD-1,5,,1
HULL-TRAWLER-1937-M11,1937,02/01/1937,Barents Sea,I,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-M11\COD-1,6,,1.8
HULL-TRAWLER-1936-M6,1936,30/12/1936,Barents Sea,I,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1936-M6\COD-1,7,,2.1
HULL-TRAWLER-1937-M13,1937,05/01/1937,Barents Sea,I,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-M13\COD-1,6,,7.2
HULL-TRAWLER-1937-M14,1937,05/01/1937,Barents Sea,I,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-M14\COD-1,7,,2.8
HULL-TRAWLER-1937-SXII,1937,26/10/1937,Spitzbergen (Greenland Sea),IIb,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-SXII\COD-1,14,,11.2
HULL-TRAWLER-1937-SXIII,1937,15/11/1937,Spitzbergen (Greenland Sea),IIb,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-SXIII\COD-1,41,,0.95
HULL-TRAWLER-1937-V,1937,25/10/1937,Spitzbergen (Greenland Sea),IIb,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-V\COD-1,22,,7.5
HULL-TRAWLER-1937-VI,1937,01/11/1937,Spitzbergen (Greenland Sea),IIb,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-VI\COD-1,146,,55
HULL-TRAWLER-1937-VII,1937,01/12/1937,Spitzbergen (Greenland Sea),IIb,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-VII\COD-1,71,,46.2
HULL-TRAWLER-1938-IX,1938,05/02/1938,Spitzbergen (Greenland Sea),IIb,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1938-IX\COD-1,20,,203.2
HULL-TRAWLER-1938-VIII,1938,01/01/1938,Spitzbergen (Greenland Sea),IIb,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1938-VIII\COD-1,90,,28
HUXLEY-1907-LXXXV-4,1907,10/03/1907,North Sea,IVb,GADUS MORHUA,COD,n,85,CARIDEA,SHRIMPS,Shrimp,HUXLEY-1907-LXXXV-4\COD-1,1,12,3
HUXLEY-1907-LXXXV-4,1907,10/03/1907,North Sea,IVb,GADUS MORHUA,COD,n,85,CARIDEA,SHRIMPS,Shrimp,HUXLEY-1907-LXXXV-4\COD-2,1,,1
HUXLEY-1907-LXXXVII-1,1907,04/04/1907,North Sea,IVb,GADUS MORHUA,COD,n,32,CARIDEA,SHRIMPS,Shrimp,HUXLEY-1907-LXXXVII-1\COD-11,1,,1
HUXLEY-1907-LXXXVIII-5,1907,22/04/1907,North Sea,IVb,GADUS MORHUA,COD,n,43,CARIDEA,SHRIMPS,Shrimp,HUXLEY-1907-LXXXVIII-5\COD-5,1,,2
HULL-TRAWLER-1937-M7,1937,01/01/1937,Barents Sea,I,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-M7\COD-1,5,,2
HULL-TRAWLER-1937-M9,1937,01/01/1937,Barents Sea,I,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,HULL-TRAWLER-1937-M9\COD-1,6,,1.8
LANCASHIRE-1906-S31,1906,03/01/1906,Irish Sea,VIIa,GADUS MORHUA,COD,n,83.8,CARIDEA,SHRIMPS,Shrimp,LANCASHIRE-1906-S31\COD-1,1,,6
LANCELOT-16-1954-118,1954,12/10/1954,North Sea,IVc,GADUS MORHUA,COD,n,70,CARIDEA,SHRIMPS,Shrimp,LANCELOT-16-1954-118\COD-1,1,,1
LANCELOT-16-1954-118,1954,12/10/1954,North Sea,IVc,GADUS MORHUA,COD,n,,CARIDEA,SHRIMPS,Shrimp,LANCELOT-16-1954-118\COD-2,1,,1
ONAWAY-07-1959-1,1959,22/07/1959,North Sea,IVb,GADUS MORHUA,COD,n,43,CARIDEA,SHRIMPS,Shrimp,ONAWAY-07-1959-1\COD-3,1,,1
SCOTLAND-1885E-S1,1885,1885,North Sea,IVb,GADUS MORHUA,COD,y,,CARIDEA,SHRIMPS,Shrimp,SCOTLAND-1885E-S1/COD-1,260,,12
CLION5A-80-A1(NW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,67.5,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A1(NW)\COD-10,2,,2
CLION5A-80-A1(NW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,71.75,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A1(NW)\COD-11,4,,1
CLION5A-80-A1(NW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,16.6,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A1(NW)\COD-2,5,,2
CLION5A-80-A1(NW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,21.89,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A1(NW)\COD-3,9,,8
CLION5A-80-A2(NE),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,67.5,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A2(NE)\COD-12,6,,2
CLION5A-80-A2(NE),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,17.5,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A2(NE)\COD-2,12,,6
CLION5A-80-A2(NE),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,22.83,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A2(NE)\COD-3,12,,4
CLION5A-80-A2(NE),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,31,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A2(NE)\COD-5,2,,1
CLION5A-80-A2(NE),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,46.8333333333333,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A2(NE)\COD-8,6,,1
CLION5A-80-A2(NE),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,52.2222222222222,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A2(NE)\COD-9,9,,4
CLION5A-80-A3(SW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,57.3333333333333,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A3(SW)\COD-10,3,,3
CLION5A-80-A3(SW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,61.6666666666667,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A3(SW)\COD-11,3,,2
CLION5A-80-A3(SW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,66.2,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A3(SW)\COD-12,5,,6
CLION5A-80-A3(SW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,71,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A3(SW)\COD-13,2,,2
CLION5A-80-A3(SW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,77,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A3(SW)\COD-14,4,,5
CLION5A-80-A3(SW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,17.25,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A3(SW)\COD-2,9,,11
CLION5A-80-A3(SW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,27.3333333333333,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A3(SW)\COD-4,3,,4
CLION5A-80-A3(SW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,37,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A3(SW)\COD-6,2,,5
CLION5A-80-A3(SW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,51.5,CARIDEA,SHRIMPS,Shrimp,CLION5A-80-A3(SW)\COD-9,6,,3
COREL12-80-A1(NW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,23.75,CARIDEA,SHRIMPS,Shrimp,COREL12-80-A1(NW)\COD-1,4,,3
COREL12-80-A1(NW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,41.43,CARIDEA,SHRIMPS,Shrimp,COREL12-80-A1(NW)\COD-2,7,,2
COREL12-80-A1(NW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,y,46.8333333333333,CARIDEA,SHRIMPS,Shrimp,COREL12-80-A1(NW)\COD-3,6,,10
COREL12-80-A1(NW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,n,51,CARIDEA,SHRIMPS,Shrimp,COREL12-80-A1(NW)\COD-4,1,,2
COREL12-80-A1(NW),1980,,Irish Sea,VIIa,GADUS MORHUA,COD,n,59,CARIDEA,SHRIMPS,Shrimp,COREL12-80-A1(NW)\COD-5,1,,2
