HAUL ID,Year,Date,Sea,Ices division,Predator Latin name,Predator common name,Pooled,Mean length of predator,Prey Latin name,Prey common name,Prey group,Predator ID,Number of stomachs,Prey Length,Minimum number
CIROL03-91-42,1991,26/03/1991,Celtic Sea,VIIh,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,39,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-42\LSD-1006557,1,,1
CIROL03-91-42,1991,26/03/1991,Celtic Sea,VIIh,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,68,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-42\LSD-1006575,1,,1
CIROL03-91-43,1991,26/03/1991,Celtic Sea,VIIj,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,50,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-43\LSD-1001721,1,,1
CIROL03-91-43,1991,26/03/1991,Celtic Sea,VIIj,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,53,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-43\LSD-1001722,1,,1
CIROL03-91-43,1991,26/03/1991,Celtic Sea,VIIj,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,58,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-43\LSD-1001732,1,,1
CIROL03-91-43,1991,26/03/1991,Celtic Sea,VIIj,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,72,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-43\LSD-1001743,1,,1
CIRO-09-1982-NE (s),1982,,Irish Sea,VIIa,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,y,56.5,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIRO-09-1982-NE (s)\LSD-5,4,,1
CIROL03-91-27,1991,22/03/1991,Celtic Sea,VIIj,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,36,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-27\LSD-1005764,1,20,1
CIROL04-92-23,1992,30/03/1992,Celtic Sea,VIIj,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,70,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-23\LSD-1001919,1,,1
CIROL04-92-2,1992,20/03/1992,Channel,VIIe,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,57,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-2\LSD-1001953,1,,6
CIROL04-92-21,1992,30/03/1992,Celtic Sea,VIIj,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,72,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-21\LSD-1001914,1,,1
CIROL04-92-21,1992,30/03/1992,Celtic Sea,VIIj,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,65,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-21\LSD-1001939,1,,1
CIROL04-92-21,1992,30/03/1992,Celtic Sea,VIIj,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,59,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-21\LSD-1001962,1,,1
CIROL04-92-1,1992,20/03/1992,Channel,VIIe,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,44,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-1\LSD-1001963,1,,1
CIROL04-92-1,1992,20/03/1992,Channel,VIIe,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,43,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-1\LSD-1001966,1,,1
CIROL04-92-1,1992,20/03/1992,Channel,VIIe,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,41,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-1\LSD-1001967,1,19,1
CIROL03-91-53,1991,29/03/1991,Biscay,VIIId,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,54,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-53\LSD-1001730,1,,1
CLION11-83-35,1983,17/09/1983,Irish Sea,VIIa,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,n,71,SCOMBER SCOMBRUS,MACKEREL,Teleost,CLION11-83-35\LSD-4,1,,1
FORD-1919-P1,1919,1919,Channel,VIIe,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,Y,,SCOMBER SCOMBRUS,MACKEREL,Teleost,FORD-1919-P1/LSD-1,146,,6
SILST01-83-ALL,1983,29/03/1983,Irish Sea,VIIa,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,y,67.29,SCOMBER SCOMBRUS,MACKEREL,Teleost,SILST01-83-ALL\LSD-6,19,,1
CLION11-83-NE(d),1983,,Irish Sea,VIIa,SCYLIORHINUS CANICULA,LESSER SPOTTED DOGFISH,y,71,SCOMBER SCOMBRUS,MACKEREL,Teleost,CLION11-83-NE(d)\LSD-4,1,,1
CIROL03-86-41,1986,21/03/1986,Celtic Sea,VIIj,SCOMBER SCOMBRUS,(EUROPEAN) MACKEREL,n,42.2,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-86-41\MAC-1008178,1,18,1
CIROL03-91-20,1991,20/03/1991,Celtic Sea,VIIj,LEPIDORHOMBUS WHIFFIAGONIS,MEGRIM,n,27,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-20\MEG-1004165,1,17,1
CIROL03-91-9,1991,13/03/1991,Celtic Sea,VIIj,LEPIDORHOMBUS WHIFFIAGONIS,MEGRIM,n,47,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-9\MEG-1003233,1,17,2
CIROL03-93-36,1993,15/03/1993,Celtic Sea,VIIh,LEPIDORHOMBUS WHIFFIAGONIS,MEGRIM,n,46,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-36\MEG-1895,1,19,1
CIROL03-93-18,1993,10/03/1993,Celtic Sea,VIIj,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),n,77,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-18\MON-2540,1,29,1
CIROL03-93-40,1993,18/03/1993,Celtic Sea,VIIj,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),n,74,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-40\MON-2570,1,,1
CIROL04-92-11,1992,26/03/1992,Celtic Sea,VIIg,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),n,96,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-11\MON-1444,1,27,1
CIROL03-94-2,1994,27/02/1994,Celtic Sea,VIIh,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),n,47,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-94-2\MON-2797,1,,4
CIROL03-93-54,1993,23/03/1993,Celtic Sea,VIIj,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),n,58,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-54\MON-2548,1,27,1
CIROL07-78-A63,1978,26/08/1978,North Sea,IVa,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),y,68,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL07-78-A63\MON-1,1,40,1
CIROL10-91-48,1991,12/12/1991,Celtic Sea,VIIj,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),n,44,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL10-91-48\MON-207,1,18,1
CIROL03-91-9,1991,13/03/1991,Celtic Sea,VIIj,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),n,52,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-9\MON-1003758,1,33,1
CIROL03-91-52,1991,29/03/1991,Biscay,VIIIa,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),n,45,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-52\MON-1001292,1,28,1
CIROL03-91-35,1991,24/03/1991,Celtic Sea,VIIj,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),n,64,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-35\MON-1000207,1,,1
CIROL03-91-35,1991,24/03/1991,Celtic Sea,VIIj,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),n,76,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-35\MON-1000208,1,,1
CIROL03-91-50,1991,28/03/1991,Celtic Sea,VIIh,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),n,104,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-50\MON-1001609,1,28,1
CIROL03-91-50,1991,28/03/1991,Celtic Sea,VIIh,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),n,104,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-50\MON-1001609,1,35,4
CLION-12-1981-NE (s),1981,,Irish Sea,VIIa,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),y,52.17,SCOMBER SCOMBRUS,MACKEREL,Teleost,CLION-12-1981-NE (s)\MON-8,3,,1
CLION-12-1981-NE(d),1981,,Irish Sea,VIIa,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),y,46.5,SCOMBER SCOMBRUS,MACKEREL,Teleost,CLION-12-1981-NE(d)\MON-5,2,,1
CLION-12-1981-NE(d),1981,,Irish Sea,VIIa,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),n,50,SCOMBER SCOMBRUS,MACKEREL,Teleost,CLION-12-1981-NE(d)\MON-6,1,,1
CLION11-83-NE (s),1983,,Irish Sea,VIIa,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),y,55.5,SCOMBER SCOMBRUS,MACKEREL,Teleost,CLION11-83-NE (s)\MON-6,2,,1
CLION12-82-NE (s),1982,,Irish Sea,VIIa,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),y,42.8,SCOMBER SCOMBRUS,MACKEREL,Teleost,CLION12-82-NE (s)\MON-5,5,,1
CLION12-82-NE (s),1982,,Irish Sea,VIIa,LOPHIUS PISCATORIUS,ANGLERFISH (MONK),y,53.6,SCOMBER SCOMBRUS,MACKEREL,Teleost,CLION12-82-NE (s)\MON-7,5,,1
CLION12-82-NW,1982,,Irish Sea,VIIa,POLLACHIUS VIRENS,SAITHE,y,67,SCOMBER SCOMBRUS,MACKEREL,Teleost,CLION12-82-NW\POK-5,1,,1
CLION12-81-ALL,1981,,Irish Sea,VIIa,POLLACHIUS VIRENS,SAITHE,y,73.2,SCOMBER SCOMBRUS,MACKEREL,Teleost,CLION12-81-ALL\POK-7,10,,1
CLION12-81-ALL,1981,,Irish Sea,VIIa,POLLACHIUS VIRENS,SAITHE,y,83.5,SCOMBER SCOMBRUS,MACKEREL,Teleost,CLION12-81-ALL\POK-8,2,,1
CIROL03-91-5,1991,11/03/1991,Celtic Sea,VIIj,POLLACHIUS VIRENS,SAITHE,n,101,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-5\POK-1003066,1,17,1
CIROL03-91-5,1991,11/03/1991,Celtic Sea,VIIj,POLLACHIUS VIRENS,SAITHE,n,101,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-5\POK-1003066,1,26,1
CIROL03-91-48,1991,28/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,93,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-48\POK-1000602,1,23,1
CIROL03-91-48,1991,28/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,93,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-48\POK-1000602,1,23,1
CIROL03-91-48,1991,28/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,93,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-48\POK-1000602,1,28,1
CIROL03-91-48,1991,28/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,100,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-48\POK-1000603,1,25,1
CIROL03-91-48,1991,28/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,100,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-48\POK-1000603,1,28,1
CIROL03-91-48,1991,28/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,100,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-48\POK-1000603,1,30,1
CIROL03-91-28,1991,22/03/1991,Celtic Sea,VIIj,POLLACHIUS VIRENS,SAITHE,n,102,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-28\POK-1005913,1,33,1
CIROL03-91-51,1991,29/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,70,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-51\POK-1000917,1,20,1
CIROL03-91-51,1991,29/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,70,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-51\POK-1000917,1,20,1
CIROL03-91-51,1991,29/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,70,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-51\POK-1000917,1,20,1
CIROL03-91-59,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,72,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-59\POK-1004673,1,22,1
CIROL03-91-59,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,72,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-59\POK-1004673,1,22,1
CIROL03-91-59,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,72,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-59\POK-1004673,1,30,1
CIROL03-91-59,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,100,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-59\POK-1004674,1,29,1
CIROL03-91-59,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,79,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-59\POK-1004676,1,27,1
CIROL03-91-59,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,88,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-59\POK-1004678,1,31,1
CIROL03-91-59,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,77,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-59\POK-1004681,1,27,1
CIROL03-91-59,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,77,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-59\POK-1004687,1,27,1
CIROL03-91-59,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,70,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-59\POK-1004689,1,29,1
CIROL03-91-59,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,102,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-59\POK-1004690,1,24,1
CIROL03-91-59,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,102,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-59\POK-1004690,1,28,1
CIROL03-91-59,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,102,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-59\POK-1004690,1,29,1
CIROL03-91-58,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,86,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-58\POK-1004670,1,23,1
CIROL03-91-58,1991,31/03/1991,Celtic Sea,VIIh,POLLACHIUS VIRENS,SAITHE,n,88,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-58\POK-1004671,1,27,1
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,POLLACHIUS VIRENS,SAITHE,n,88,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\POK-1007712,1,18,1
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,POLLACHIUS VIRENS,SAITHE,n,88,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\POK-1007712,1,20,1
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,POLLACHIUS VIRENS,SAITHE,n,88,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\POK-1007712,1,21,1
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,POLLACHIUS VIRENS,SAITHE,n,88,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\POK-1007712,1,19,2
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,POLLACHIUS VIRENS,SAITHE,n,93,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\POK-1007713,1,16,1
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,POLLACHIUS VIRENS,SAITHE,n,93,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\POK-1007713,1,21,1
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,POLLACHIUS VIRENS,SAITHE,n,93,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\POK-1007713,1,24,1
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,POLLACHIUS VIRENS,SAITHE,n,93,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\POK-1007713,1,25,1
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,POLLACHIUS VIRENS,SAITHE,n,93,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\POK-1007713,1,17,2
CIROL03-93-59,1993,24/03/1993,Celtic Sea,VIIj,POLLACHIUS VIRENS,SAITHE,n,95,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-59\POK-1007720,1,38,2
CIROL03-93-47,1993,20/03/1993,Celtic Sea,VIIj,POLLACHIUS VIRENS,SAITHE,n,94,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-47\POK-1007717,1,33,1
CIROL03-93-47,1993,20/03/1993,Celtic Sea,VIIj,POLLACHIUS VIRENS,SAITHE,n,106,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-47\POK-1007719,1,,2
CIROL04-92-14,1992,28/03/1992,Celtic Sea,VIIj,POLLACHIUS VIRENS,SAITHE,n,106,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-14\POK-1007305,1,16,1
CIROL04-92-14,1992,28/03/1992,Celtic Sea,VIIj,POLLACHIUS VIRENS,SAITHE,n,106,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-14\POK-1007305,1,27,1
CIROL04-92-14,1992,28/03/1992,Celtic Sea,VIIj,POLLACHIUS VIRENS,SAITHE,n,106,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-14\POK-1007305,1,28,1
CIROL03-93-25,1993,12/03/1993,Celtic Sea,VIIh,POLLACHIUS POLLACHIUS,POLLACK,n,75,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-25\POL-1007707,1,,1
CLION12-81-ALL,1981,,Irish Sea,VIIa,POLLACHIUS POLLACHIUS,POLLACK,y,67,SCOMBER SCOMBRUS,MACKEREL,Teleost,CLION12-81-ALL\POL-3,2,,1
CIROL04-92-3,1992,20/03/1992,Celtic Sea,VIIh,MUSTELUS ASTERIAS,STARRY SMOOTH HOUND,n,73,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-3\SDS-1001787,1,,1
CIROL03-91-54,1991,29/03/1991,Biscay,VIIId,RAJA FULLONICA,SHAGREEN RAY,n,87,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-54\SHR-1001290,1,,2
CIROL03-91-2,1991,10/03/1991,Celtic Sea,VIIg,RAJA FULLONICA,SHAGREEN RAY,n,74,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-2\SHR-1002737,1,,1
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,RAJA CLAVATA,THORNBACK RAY (ROKER),n,100,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\THR-1007472,1,23,1
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,RAJA CLAVATA,THORNBACK RAY (ROKER),n,100,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\THR-1007472,1,23,1
CIROL03-93-40,1993,18/03/1993,Celtic Sea,VIIj,LOPHIUS BUDEGASSA,BLACK-BELLIED ANGLERFISH,n,66,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-40\WAF-1007162,1,36,2
CIROL03-93-45,1993,20/03/1993,Celtic Sea,VIIj,LOPHIUS BUDEGASSA,BLACK-BELLIED ANGLERFISH,n,49,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-45\WAF-1007127,1,36,1
CIROL03-93-47,1993,20/03/1993,Celtic Sea,VIIj,LOPHIUS BUDEGASSA,BLACK-BELLIED ANGLERFISH,n,64,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-47\WAF-1007131,1,31,1
CIROL10-91-48,1991,12/12/1991,Celtic Sea,VIIj,LOPHIUS BUDEGASSA,BLACK-BELLIED ANGLERFISH,n,46,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL10-91-48\WAF-1007205,1,18,1
CIROL10-91-48,1991,12/12/1991,Celtic Sea,VIIj,LOPHIUS BUDEGASSA,BLACK-BELLIED ANGLERFISH,n,46,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL10-91-48\WAF-1007205,1,,3
CIROL10-91-45,1991,11/12/1991,Celtic Sea,VIIg,MERLANGIUS MERLANGUS,WHITING,n,45,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL10-91-45\WHG-80,1,17,1
CIROL10-91-45,1991,11/12/1991,Celtic Sea,VIIg,MERLANGIUS MERLANGUS,WHITING,n,45,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL10-91-45\WHG-82,1,15,1
CIROL10-91-45,1991,11/12/1991,Celtic Sea,VIIg,MERLANGIUS MERLANGUS,WHITING,n,45,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL10-91-45\WHG-82,1,17,1
CIROL10-91-45,1991,11/12/1991,Celtic Sea,VIIg,MERLANGIUS MERLANGUS,WHITING,n,44,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL10-91-45\WHG-83,1,16,1
CIROL10-91-45,1991,11/12/1991,Celtic Sea,VIIg,MERLANGIUS MERLANGUS,WHITING,n,42,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL10-91-45\WHG-84,1,17,1
CIROL10-91-45,1991,11/12/1991,Celtic Sea,VIIg,MERLANGIUS MERLANGUS,WHITING,n,42,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL10-91-45\WHG-86,1,16,1
CIROL04-92-32,1992,01/04/1992,Celtic Sea,VIIj,MERLANGIUS MERLANGUS,WHITING,n,35,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-32\WHG-615,1,,1
CIROL04-92-65,1992,09/04/1992,Celtic Sea,VIIf,MERLANGIUS MERLANGUS,WHITING,n,59,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL04-92-65\WHG-611,1,19,2
CIROL10-91-12,1991,01/12/1991,Channel,VIIe,MERLANGIUS MERLANGUS,WHITING,n,41,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL10-91-12\WHG-3,1,18,1
CIROL10-91-12,1991,01/12/1991,Channel,VIIe,MERLANGIUS MERLANGUS,WHITING,n,50,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL10-91-12\WHG-4,1,18,1
CIROL10-91-12,1991,01/12/1991,Channel,VIIe,MERLANGIUS MERLANGUS,WHITING,n,50,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL10-91-12\WHG-4,1,19,1
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,MERLANGIUS MERLANGUS,WHITING,n,35,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\WHG-2468,1,19,1
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,MERLANGIUS MERLANGUS,WHITING,n,47,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\WHG-2491,1,19,1
CIROL03-93-13,1993,08/03/1993,Celtic Sea,VIIg,MERLANGIUS MERLANGUS,WHITING,n,56,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-93-13\WHG-2496,1,20,1
CIROL03-91-59,1991,31/03/1991,Celtic Sea,VIIh,MERLANGIUS MERLANGUS,WHITING,n,40,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-59\WHG-8301,1,,1
CIROL03-91-3,1991,10/03/1991,Celtic Sea,VIIg,MERLANGIUS MERLANGUS,WHITING,n,50,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL03-91-3\WHG-8190,1,,1
CIROL02-90-24,1990,29/01/1990,North Sea,IVb,MERLANGIUS MERLANGUS,WHITING,n,27,SCOMBER SCOMBRUS,MACKEREL,Teleost,CIROL02-90-24\WHG-9,1,,1
FSP13(a)-06-10,2006,22/08/2006,North Sea,IVb,MERLANGIUS MERLANGUS,WHITING,n,36,SCOMBER SCOMBRUS,MACKEREL,Teleost,FSP13(a)-06-10\WHG-787,1,15.5,1
FSP13(a)-06-8,2006,22/08/2006,North Sea,IVb,MERLANGIUS MERLANGUS,WHITING,n,33,SCOMBER SCOMBRUS,MACKEREL,Teleost,FSP13(a)-06-8\WHG-632.5,1,10.5,1
